id_no,state,id,year,enf_task_force_287g,enf_warrant_287g,enf_jail_287g,enf_secure_comms,enf_lim_coop_detainers,enf_everify,enf_limits_everify,enf_state_omnibus,pub_tanf_post5,pub_cashass_during5,pub_foodass_lprkids,pub_foodass_lpradults,pub_ssi_replacement,pub_medicaid_lprkids,pub_pubins_unauthkids,pub_pubins_lpradults,pub_pubins_unauthadult,pub_medicaid_lprpreg,pub_medicaid_unauthpreg,pub_medicaid_lpr_post5,int_instate_tuition,int_state_finaid,int_uni_ban,int_official_eng,int_drivers_license
10,Florida,FL,2018,0,0,0,1,.5,.5,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
10,Florida,FL,2019,0,0,0,1,0,.5,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
11,Georgia,GA,2000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2001,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2002,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2003,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2004,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2005,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2006,0,0,0,0,0,.5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2007,1,0,.5,0,0,.5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2008,1,0,.5,0,0,.5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2009,1,0,.5,1,0,.5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,Georgia,GA,2010,1,0,.5,1,0,.5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11,Georgia,GA,2011,1,0,.5,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11,Georgia,GA,2012,1,0,.5,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11,Georgia,GA,2013,0,0,.5,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11,Georgia,GA,2014,0,0,.5,1,.5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11,Georgia,GA,2015,0,0,.5,0,.5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11,Georgia,GA,2016,0,0,.5,0,.5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11,Georgia,GA,2017,0,0,.5,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11,Georgia,GA,2018,0,0,1,1,.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11,Georgia,GA,2019,0,0,1,1,.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
12,Hawaii,HI,2000,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
12,Hawaii,HI,2001,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
12,Hawaii,HI,2002,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
12,Hawaii,HI,2003,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
12,Hawaii,HI,2004,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
12,Hawaii,HI,2005,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
12,Hawaii,HI,2006,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
12,Hawaii,HI,2007,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
12,Hawaii,HI,2008,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
12,Hawaii,HI,2009,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
12,Hawaii,HI,2010,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
12,Hawaii,HI,2011,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
12,Hawaii,HI,2012,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
12,Hawaii,HI,2013,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0
12,Hawaii,HI,2014,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0
12,Hawaii,HI,2015,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1
12,Hawaii,HI,2016,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1
12,Hawaii,HI,2017,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1
12,Hawaii,HI,2018,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1
12,Hawaii,HI,2019,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1
13,Idaho,ID,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Idaho,ID,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Idaho,ID,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Idaho,ID,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,Idaho,ID,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,Idaho,ID,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,Idaho,ID,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,Idaho,ID,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2010,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2011,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2013,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2014,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2016,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2017,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2018,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,Idaho,ID,2019,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14,Illinois,IL,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
14,Illinois,IL,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
14,Illinois,IL,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
14,Illinois,IL,2003,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2004,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2005,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2006,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2007,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2008,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2009,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2010,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2011,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2012,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0
14,Illinois,IL,2013,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1
14,Illinois,IL,2014,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1
14,Illinois,IL,2015,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1
14,Illinois,IL,2016,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1
14,Illinois,IL,2017,0,0,0,1,.5,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
14,Illinois,IL,2018,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
14,Illinois,IL,2019,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
15,Indiana,IN,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,Indiana,IN,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,Indiana,IN,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,Indiana,IN,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2011,0,0,0,1,0,.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2012,0,0,0,1,0,.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2013,0,0,0,1,0,.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2014,0,0,0,1,0,.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2015,0,0,0,0,0,.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2016,0,0,0,0,0,.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2017,0,0,0,1,0,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2018,0,0,0,1,.5,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15,Indiana,IN,2019,0,0,0,1,.5,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,Iowa,IA,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,Iowa,IA,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2003,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2004,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2005,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2006,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2007,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2008,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2009,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2010,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2011,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2012,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2013,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2014,0,0,0,1,.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2015,0,0,0,0,.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2016,0,0,0,0,.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2017,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2018,0,0,0,1,.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
16,Iowa,IA,2019,0,0,0,1,.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
17,Kansas,KS,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,Kansas,KS,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,Kansas,KS,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,Kansas,KS,2003,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,Kansas,KS,2004,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17,Kansas,KS,2005,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17,Kansas,KS,2006,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17,Kansas,KS,2007,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2008,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2009,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2010,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2011,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2013,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2014,0,0,0,1,.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2015,0,0,0,0,.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2016,0,0,0,0,.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2017,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2018,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
17,Kansas,KS,2019,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18,Kentucky,KY,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18,Kentucky,KY,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18,Kentucky,KY,2003,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2004,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2005,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2006,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2007,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2008,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2009,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2010,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2011,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2013,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2014,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2016,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
18,Kentucky,KY,2017,0,0,0,1,.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
18,Kentucky,KY,2018,0,0,0,1,.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
18,Kentucky,KY,2019,0,0,0,1,.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
19,Louisiana,LA,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19,Louisiana,LA,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19,Louisiana,LA,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19,Louisiana,LA,2003,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19,Louisiana,LA,2004,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19,Louisiana,LA,2005,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19,Louisiana,LA,2006,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19,Louisiana,LA,2007,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2008,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2009,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2010,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2011,0,0,0,1,0,.5,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2012,0,0,0,1,0,.5,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2013,0,0,0,1,.5,.5,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2014,0,0,0,1,.5,.5,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2015,0,0,0,0,.5,.5,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2016,0,0,0,0,.5,.5,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2017,0,0,.5,1,.5,.5,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2018,0,0,.5,1,.5,.5,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
19,Louisiana,LA,2019,0,0,.5,1,.5,.5,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0
20,Maine,ME,2000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2001,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2003,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2004,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2006,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2007,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2008,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2009,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2010,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
20,Maine,ME,2011,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
20,Maine,ME,2012,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
20,Maine,ME,2013,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
20,Maine,ME,2014,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
20,Maine,ME,2015,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
20,Maine,ME,2016,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
20,Maine,ME,2017,0,0,0,1,.5,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
20,Maine,ME,2018,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
20,Maine,ME,2019,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
21,Maryland,MD,2000,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21,Maryland,MD,2001,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21,Maryland,MD,2002,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21,Maryland,MD,2003,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21,Maryland,MD,2004,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21,Maryland,MD,2005,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
21,Maryland,MD,2006,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
21,Maryland,MD,2007,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
21,Maryland,MD,2008,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
